sex,province,education,religion_importance,aboriginal,hh_size,age
Male,Alberta,Below Bachelor,Somewhat important,No,2,59.1
Male,Ontario,Below Bachelor,Not at all important,No,1,38.2
Female,Alberta,Below Bachelor,Not at all important,No,2,46.8
Female,British Columbia,Below Bachelor,Not at all important,No,2,61.1
Female,Nova Scotia,Below Bachelor,Somewhat important,No,1,60.3
Male,Manitoba,Below Bachelor,Very important,No,1,55.9
Male,Quebec,Below Bachelor,Somewhat important,No,1,70.1
Male,New Brunswick,Below Bachelor,Somewhat important,No,1,45.8
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,50.7
Female,Ontario,Below Bachelor,Not at all important,No,2,22.9
Male,Quebec,Below Bachelor,Not very important,No,2,31.1
Female,Quebec,Below Bachelor,Not very important,No,1,47.8
Male,Quebec,Below Bachelor,Very important,No,2,76.8
Male,Manitoba,Below Bachelor,Not at all important,No,2,55.2
Male,Alberta,Below Bachelor,Very important,No,2,54.2
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,1,67.3
Female,British Columbia,Below Bachelor,Not at all important,No,2,58
Female,Ontario,Below Bachelor,Very important,No,1,65
Male,Saskatchewan,Below Bachelor,Somewhat important,No,6,17.6
Female,Alberta,Below Bachelor,Somewhat important,No,2,76.1
Male,Nova Scotia,Below Bachelor,Somewhat important,No,1,80
Male,Quebec,Below Bachelor,Very important,No,1,43.9
Male,British Columbia,Below Bachelor,Very important,No,2,79.5
Female,New Brunswick,Below Bachelor,Somewhat important,No,4,23
Female,Nova Scotia,Below Bachelor,Somewhat important,No,5,27.5
Male,British Columbia,Below Bachelor,Not at all important,No,4,33.8
Male,Ontario,Below Bachelor,Not at all important,No,1,35.7
Male,Nova Scotia,Below Bachelor,Not at all important,No,4,27.8
Female,British Columbia,Below Bachelor,Not very important,No,2,63.9
Female,British Columbia,Below Bachelor,Very important,No,1,79.5
Male,Quebec,Below Bachelor,Somewhat important,No,3,53.8
Female,Quebec,Below Bachelor,Very important,No,2,78.9
Female,British Columbia,Below Bachelor,Very important,No,1,28.6
Male,Manitoba,Below Bachelor,Very important,No,3,58.5
Female,New Brunswick,Below Bachelor,Very important,No,1,80
Female,Ontario,Below Bachelor,Very important,No,2,74.6
Female,Manitoba,Below Bachelor,Not at all important,No,5,22.7
Male,Quebec,Below Bachelor,Very important,No,3,57.2
Male,Nova Scotia,Below Bachelor,Very important,No,3,56.5
Male,Ontario,Below Bachelor,Not at all important,No,3,16.7
Female,Quebec,Below Bachelor,Not at all important,No,1,34.1
Female,New Brunswick,Below Bachelor,Somewhat important,No,2,74
Male,Quebec,Below Bachelor,Not at all important,No,2,75.3
Male,British Columbia,Below Bachelor,Somewhat important,No,1,55
Female,Nova Scotia,Below Bachelor,Very important,No,1,80
Male,Quebec,Below Bachelor,Not at all important,No,3,35.3
Female,Nova Scotia,Below Bachelor,Very important,No,2,64.9
Female,Manitoba,Below Bachelor,Not at all important,No,1,32.6
Male,Nova Scotia,Below Bachelor,Not at all important,No,1,71.5
Male,Quebec,Below Bachelor,Not at all important,No,2,63.2
Male,Nova Scotia,Below Bachelor,Not at all important,No,2,32.4
Male,New Brunswick,Below Bachelor,Not at all important,No,2,30.5
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,48.7
Female,Ontario,Below Bachelor,Very important,No,2,68.7
Female,Ontario,Below Bachelor,Somewhat important,No,1,62.8
Male,Quebec,Below Bachelor,Not very important,No,4,32.9
Female,Prince Edward Island,Below Bachelor,Very important,No,1,54.9
Female,Quebec,Below Bachelor,Somewhat important,No,2,53.1
Male,Quebec,Below Bachelor,Not at all important,No,6,15.7
Female,Quebec,Below Bachelor,Not very important,No,3,25.8
Male,Nova Scotia,Below Bachelor,Not at all important,No,2,72
Male,Ontario,Below Bachelor,Somewhat important,No,1,60.1
Female,Alberta,Below Bachelor,Very important,No,5,29.8
Female,Prince Edward Island,Below Bachelor,Very important,No,1,80
Male,New Brunswick,Below Bachelor,Very important,No,3,70.9
Male,Quebec,Below Bachelor,Somewhat important,No,2,54.2
Female,British Columbia,Below Bachelor,Very important,No,2,75.6
Male,Ontario,Below Bachelor,Not at all important,No,2,80
Male,New Brunswick,Below Bachelor,Not at all important,Yes,1,44.8
Female,Nova Scotia,Below Bachelor,Not at all important,No,2,27.4
Female,Quebec,Below Bachelor,Very important,No,6,70.6
Female,Nova Scotia,Below Bachelor,Very important,No,1,80
Female,Ontario,Below Bachelor,Very important,No,1,54.7
Male,Nova Scotia,Below Bachelor,Not at all important,No,1,54.2
Male,Saskatchewan,Below Bachelor,Somewhat important,No,2,43.8
Male,Quebec,Below Bachelor,Not at all important,No,1,66.8
Female,Ontario,Below Bachelor,Not at all important,No,2,32
Male,Ontario,Below Bachelor,Not very important,No,1,60.8
Female,Manitoba,Below Bachelor,Not at all important,No,3,32.4
Female,Quebec,Below Bachelor,Not very important,No,2,56.3
Female,Nova Scotia,Below Bachelor,Somewhat important,No,1,36.2
Female,Ontario,Below Bachelor,Not at all important,No,1,61.1
Male,Prince Edward Island,Below Bachelor,Not at all important,No,4,36.1
Female,Saskatchewan,Below Bachelor,Not at all important,No,2,79.4
Male,Quebec,Below Bachelor,Not very important,No,4,30.8
Female,Prince Edward Island,Below Bachelor,Very important,No,2,72.8
Female,Quebec,Below Bachelor,Somewhat important,No,4,39.9
Female,Quebec,Below Bachelor,Very important,No,1,80
Female,Ontario,Below Bachelor,Very important,No,2,58.7
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,2,68
Female,Saskatchewan,Below Bachelor,Not at all important,No,2,60.8
Female,Ontario,Below Bachelor,Not at all important,No,1,36.5
Female,Quebec,Below Bachelor,Not very important,No,2,58.3
Female,Alberta,Below Bachelor,Not at all important,No,1,51.6
Female,Newfoundland and Labrador,Below Bachelor,Not at all important,Yes,2,57.1
Female,Ontario,Below Bachelor,Not at all important,No,1,32.2
Male,Ontario,Below Bachelor,Not very important,No,3,40.3
Male,British Columbia,Below Bachelor,Not very important,No,1,33.9
Female,Nova Scotia,Below Bachelor,Somewhat important,No,1,57.8
Male,Ontario,Below Bachelor,Somewhat important,No,3,60.1
Female,Ontario,Below Bachelor,Very important,Yes,4,48.6
Male,Ontario,Below Bachelor,Not very important,No,1,64.2
Female,Alberta,Below Bachelor,Very important,No,2,54.6
Female,Ontario,Below Bachelor,Very important,No,1,60.3
Male,Ontario,Below Bachelor,Not at all important,No,2,34
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,3,15.2
Female,Nova Scotia,Below Bachelor,Somewhat important,No,3,41.8
Male,Saskatchewan,Below Bachelor,Not very important,No,3,22.3
Female,Ontario,Below Bachelor,Very important,No,2,65.4
Female,Alberta,Below Bachelor,Very important,No,2,71.7
Female,Manitoba,Below Bachelor,Very important,No,2,66.5
Male,British Columbia,Below Bachelor,Very important,No,2,68.4
Female,Prince Edward Island,Below Bachelor,Very important,No,1,80
Female,Quebec,Below Bachelor,Somewhat important,No,1,68.9
Male,British Columbia,Below Bachelor,Somewhat important,No,2,33.4
Female,Quebec,Below Bachelor,Not very important,No,1,27.4
Male,Nova Scotia,Below Bachelor,Not very important,Yes,2,53.2
Female,Prince Edward Island,Below Bachelor,Very important,No,1,63.7
Female,New Brunswick,Below Bachelor,Very important,No,2,60.8
Female,Ontario,Below Bachelor,Very important,No,2,53.9
Male,Quebec,Below Bachelor,Not at all important,No,4,44.8
Female,Quebec,Below Bachelor,Not very important,No,2,54.7
Female,Alberta,Below Bachelor,Very important,No,3,79.3
Female,British Columbia,Below Bachelor,Very important,No,1,66.8
Female,Ontario,Below Bachelor,Not very important,No,2,36.2
Female,Quebec,Below Bachelor,Somewhat important,No,1,53.4
Female,Saskatchewan,Below Bachelor,Somewhat important,No,5,68.1
Male,Quebec,Below Bachelor,Somewhat important,No,2,56.4
Male,British Columbia,Below Bachelor,Very important,Yes,4,51
Female,Nova Scotia,Below Bachelor,Not very important,No,2,45.9
Female,Saskatchewan,Below Bachelor,Very important,No,1,80
Female,British Columbia,Below Bachelor,Don't know,No,1,80
Male,Ontario,Below Bachelor,Not at all important,No,2,70.4
Female,British Columbia,Below Bachelor,Not at all important,No,1,48.7
Male,Ontario,Below Bachelor,Very important,No,2,64.9
Female,Ontario,Below Bachelor,Somewhat important,No,4,47.1
Female,Quebec,Below Bachelor,Very important,No,1,52.1
Female,Ontario,Below Bachelor,Not very important,No,4,21.4
Female,Prince Edward Island,Below Bachelor,Very important,No,2,69
Female,Ontario,Below Bachelor,Not very important,No,5,44.3
Male,Ontario,Below Bachelor,Not at all important,No,6,20.3
Female,Ontario,Below Bachelor,Very important,No,3,68.3
Female,Ontario,Below Bachelor,Very important,No,6,21
Male,Newfoundland and Labrador,Below Bachelor,Not very important,No,2,34.3
Male,Ontario,Below Bachelor,Not at all important,No,2,80
Male,New Brunswick,Below Bachelor,Somewhat important,No,2,51.8
Male,Manitoba,Below Bachelor,Very important,No,1,80
Male,Ontario,Below Bachelor,Not very important,No,4,48.1
Female,Ontario,Below Bachelor,Somewhat important,No,4,53.2
Female,Alberta,Below Bachelor,Not at all important,No,3,56.1
Male,Ontario,Below Bachelor,Very important,No,1,80
Male,Manitoba,Below Bachelor,Somewhat important,No,3,18.7
Male,Manitoba,Below Bachelor,Very important,No,2,75.9
Male,Alberta,Below Bachelor,Somewhat important,No,2,48.8
Male,Ontario,Below Bachelor,Very important,No,2,73.1
Male,Alberta,Below Bachelor,Somewhat important,No,1,59.3
Male,Ontario,Below Bachelor,Somewhat important,No,2,58.5
Female,Quebec,Below Bachelor,Not very important,No,2,28.9
Female,Quebec,Below Bachelor,Somewhat important,No,2,67.3
Female,Ontario,Below Bachelor,Not very important,No,2,26.8
Male,Ontario,Below Bachelor,Somewhat important,No,2,66
Female,Saskatchewan,Below Bachelor,Very important,No,1,80
Male,Nova Scotia,Below Bachelor,Somewhat important,Yes,3,60.8
Female,New Brunswick,Below Bachelor,Very important,No,1,46.9
Male,Prince Edward Island,Below Bachelor,Somewhat important,No,3,72.2
Female,Nova Scotia,Below Bachelor,Very important,No,4,58.9
Male,Nova Scotia,Below Bachelor,Very important,No,3,71.3
Female,Quebec,Below Bachelor,Somewhat important,No,4,31.4
Male,Ontario,Below Bachelor,Not at all important,No,2,63.1
Male,British Columbia,Below Bachelor,Not very important,No,2,69.8
Female,Ontario,Below Bachelor,Not at all important,No,3,43.9
Male,Manitoba,Below Bachelor,Somewhat important,No,2,68
Male,Manitoba,Below Bachelor,Somewhat important,No,1,80
Female,Quebec,Below Bachelor,Not at all important,No,2,49.7
Female,Alberta,Below Bachelor,Not at all important,No,3,64.9
Female,Newfoundland and Labrador,Below Bachelor,Not at all important,No,2,35.4
Female,Alberta,Below Bachelor,Somewhat important,Yes,2,30.5
Female,British Columbia,Below Bachelor,Very important,No,1,80
Female,Quebec,Below Bachelor,Somewhat important,No,2,28.1
Female,British Columbia,Below Bachelor,Not very important,No,2,69.9
Female,Nova Scotia,Below Bachelor,Very important,No,2,71.8
Male,New Brunswick,Below Bachelor,Very important,No,1,76.8
Male,Quebec,Below Bachelor,Very important,No,3,52.7
Male,Quebec,Below Bachelor,Not very important,No,3,40.3
Male,Saskatchewan,Below Bachelor,Somewhat important,No,4,34.9
Female,Saskatchewan,Below Bachelor,Somewhat important,No,1,62.7
Female,Ontario,Below Bachelor,Not at all important,No,4,59.3
Male,Quebec,Below Bachelor,Somewhat important,No,4,16.8
Male,Alberta,Below Bachelor,Somewhat important,No,1,42.2
Male,British Columbia,Below Bachelor,Very important,No,2,61.6
Male,Quebec,Below Bachelor,Not at all important,No,5,34.8
Female,Alberta,Below Bachelor,Very important,No,3,40.9
Male,Manitoba,Below Bachelor,Somewhat important,No,1,77.3
Female,Manitoba,Below Bachelor,Somewhat important,No,2,72.1
Male,British Columbia,Below Bachelor,Not very important,No,2,68.9
Male,British Columbia,Below Bachelor,Very important,No,6,45.7
Female,Saskatchewan,Below Bachelor,Not very important,No,4,18.5
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,1,78.3
Male,Saskatchewan,Below Bachelor,Not very important,No,4,25.8
Female,Ontario,Below Bachelor,Very important,No,1,80
Male,Ontario,Below Bachelor,Somewhat important,No,1,36.2
Female,Manitoba,Below Bachelor,Not at all important,No,4,44.5
Female,Quebec,Below Bachelor,Not very important,No,5,51.5
Female,Quebec,Below Bachelor,Somewhat important,No,1,80
Female,Alberta,Below Bachelor,Somewhat important,No,1,49.3
Male,Ontario,Below Bachelor,Very important,No,2,80
Male,Quebec,Below Bachelor,Very important,No,3,16.3
Male,New Brunswick,Below Bachelor,Not very important,No,2,33.3
Male,Ontario,Below Bachelor,Very important,No,5,20
Male,Alberta,Below Bachelor,Somewhat important,No,2,77.4
Male,Ontario,Below Bachelor,Not very important,No,1,55.3
Female,Saskatchewan,Below Bachelor,Very important,No,1,80
Male,Nova Scotia,Below Bachelor,Not at all important,No,2,54.3
Female,Prince Edward Island,Below Bachelor,Not very important,Yes,2,30
Female,British Columbia,Below Bachelor,Not very important,Yes,3,51.6
Female,Ontario,Below Bachelor,Somewhat important,No,1,80
Male,Ontario,Below Bachelor,Somewhat important,No,2,80
Female,Ontario,Below Bachelor,Very important,No,3,62.7
Female,Saskatchewan,Below Bachelor,Very important,No,1,72.3
Female,British Columbia,Below Bachelor,Not at all important,No,3,47.8
Male,Alberta,Below Bachelor,Not at all important,No,2,25.2
Male,Nova Scotia,Below Bachelor,Somewhat important,No,2,60.8
Male,Quebec,Below Bachelor,Somewhat important,No,2,71.5
Female,Ontario,Below Bachelor,Very important,No,2,34.8
Male,Ontario,Below Bachelor,Not very important,No,4,25.3
Male,Manitoba,Below Bachelor,Very important,No,1,77.3
Female,Quebec,Below Bachelor,Not at all important,No,1,68.5
Female,Nova Scotia,Below Bachelor,Not very important,No,3,45.8
Male,Nova Scotia,Below Bachelor,Somewhat important,Yes,2,72.9
Female,Alberta,Below Bachelor,Very important,Yes,2,80
Male,Alberta,Below Bachelor,Somewhat important,No,2,67.6
Female,Ontario,Below Bachelor,Somewhat important,No,4,39.2
Female,Ontario,Below Bachelor,Very important,No,3,54
Male,Manitoba,Below Bachelor,Very important,No,1,70.1
Female,Ontario,Below Bachelor,Very important,No,2,63.3
Female,Ontario,Below Bachelor,Not at all important,No,2,56
Male,British Columbia,Below Bachelor,Somewhat important,No,2,77.5
Male,Ontario,Below Bachelor,Somewhat important,No,1,73.5
Female,Nova Scotia,Below Bachelor,Somewhat important,No,3,32.8
Female,Quebec,Below Bachelor,Somewhat important,No,2,56.3
Female,Quebec,Below Bachelor,Somewhat important,No,2,57
Female,Ontario,Below Bachelor,Somewhat important,No,1,80
Male,British Columbia,Below Bachelor,Not very important,No,4,19.8
Male,Saskatchewan,Below Bachelor,Very important,No,2,24.5
Male,Alberta,Below Bachelor,Not at all important,No,1,62.8
Male,Ontario,Below Bachelor,Not at all important,No,2,68.3
Male,Ontario,Below Bachelor,Not at all important,No,4,33.3
Female,New Brunswick,Below Bachelor,Somewhat important,No,2,58.3
Female,Quebec,Below Bachelor,Not at all important,No,1,51.7
Male,Quebec,Below Bachelor,Not at all important,No,1,61.6
Female,Quebec,Below Bachelor,Very important,No,1,65.9
Female,Nova Scotia,Below Bachelor,Somewhat important,No,1,68.8
Male,British Columbia,Below Bachelor,Not very important,No,4,47.2
Female,Ontario,Below Bachelor,Not very important,No,2,70.3
Female,Ontario,Below Bachelor,Very important,Yes,4,34.8
Female,Alberta,Below Bachelor,Not very important,No,4,40.7
Female,Ontario,Below Bachelor,Somewhat important,No,4,49.5
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,1,58.3
Female,Ontario,Below Bachelor,Don't know,No,2,54
Male,Alberta,Below Bachelor,Somewhat important,No,1,56
Female,Ontario,Below Bachelor,Somewhat important,No,4,38.6
Female,British Columbia,Below Bachelor,Very important,No,4,23.6
Female,New Brunswick,Below Bachelor,Somewhat important,No,1,30.6
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,59.7
Female,New Brunswick,Below Bachelor,Somewhat important,No,1,54.9
Male,Quebec,Below Bachelor,Not very important,No,4,42.8
Female,Ontario,Below Bachelor,Not very important,No,1,80
Female,Ontario,Below Bachelor,Not at all important,No,4,25.8
Female,British Columbia,Below Bachelor,Not at all important,No,2,60.1
Male,Ontario,Below Bachelor,Somewhat important,No,4,47.8
Female,British Columbia,Below Bachelor,Somewhat important,No,4,37.8
Male,British Columbia,Below Bachelor,Very important,No,4,30.2
Female,New Brunswick,Below Bachelor,Very important,No,2,53.1
Female,Quebec,Below Bachelor,Somewhat important,No,2,75.8
Female,Quebec,Below Bachelor,Not very important,No,5,40.8
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,Yes,4,29.1
Male,Manitoba,Below Bachelor,Somewhat important,No,3,31
Female,Ontario,Below Bachelor,Very important,No,3,51.8
Female,Ontario,Below Bachelor,Somewhat important,No,4,49.8
Male,Manitoba,Below Bachelor,Very important,No,2,31.3
Male,Ontario,Below Bachelor,Very important,No,1,55.8
Female,Ontario,Below Bachelor,Somewhat important,No,1,78.8
Female,Prince Edward Island,Below Bachelor,Very important,No,2,78
Male,New Brunswick,Below Bachelor,Somewhat important,No,2,65.3
Male,Prince Edward Island,Below Bachelor,Somewhat important,No,4,43.3
Female,Saskatchewan,Below Bachelor,Very important,No,3,49.3
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,1,45.3
Female,Quebec,Below Bachelor,Somewhat important,No,2,69
Male,Ontario,Below Bachelor,Somewhat important,No,2,62.9
Female,Quebec,Below Bachelor,Not very important,No,1,52.8
Male,New Brunswick,Below Bachelor,Somewhat important,No,3,55.3
Female,Ontario,Below Bachelor,Somewhat important,No,1,59.4
